source_path,preview_path,source_sha256,preview_sha256,converter_version,platform,pages,text_check,visual_check,visual_pages,source_token_coverage,distinct_word_coverage,qa_notes,rebuild_command
data/new-haven-2004/source-materials/field-questionnaire.doc,data/new-haven-2004/source-materials/field-questionnaire.pdf,ea65c667822ef32667a6fdc0aabcce388d3d69df0aee4fd3e41f4bd5ed42db28,28ba470bef5b135ce3c02450c57e1d178862ba17eda4640bf7a24bb80061b8f9,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,16,source-text-compared,passed-representative-pages,1;8;16,0.9980908743795341,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/new-haven-2004/source-materials/questionnaire-1.xls,data/new-haven-2004/source-materials/questionnaire-1.pdf,efda9535e69a691f300cd1529a2ee3a6adda8854504878ca8bc1dc0913f813e4,e6dd1631c84835e1e4424f43e200f4bd6b7aad58123ba285138f5aa22353b259,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,6,source-text-compared,passed-representative-pages,1;3;6,1.0,1.0,"All sheets, cells, types and formulas preserved in temporary workbook; numeric display formatting and wrapped tokens can differ from raw text extraction. PDF is a static preview; original remains authoritative. No embedded charts or images were present.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/new-haven-2004/source-materials/questionnaire-2.xls,data/new-haven-2004/source-materials/questionnaire-2.pdf,28b2c8327678055dc7fff943b01926b3b91add513f2d2874e698037c764e3b8d,dc6fe5969b74af6610c83ce49e551ac255004e7185d49c008fb57273f5d52b5e,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,6,source-text-compared,passed-representative-pages,1;3;6,1.0,1.0,"All sheets, cells, types and formulas preserved in temporary workbook; numeric display formatting and wrapped tokens can differ from raw text extraction. PDF is a static preview; original remains authoritative. No embedded charts or images were present.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/nic-1996/papers/luskin-fishkin-2002.doc,data/nic-1996/papers/luskin-fishkin-2002.pdf,9e22605b26bbd3e3b1a8e1e7b2b39adf5eb7497b4a8f3f22d5814a01bd2e5acb,a495735bb536c2a8b72da00a6022c4193a4f06bcd51b0b5e8535166bd6b5b560,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,30,source-text-compared,passed-representative-pages,1;15;30,0.985936093609361,0.9984342379958246,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/our-budget-our-economy-2010/design/oboe_overview.docx,data/our-budget-our-economy-2010/design/oboe_overview.pdf,5306568a50f4f53bcbff1abe445aa6574d237766d9df3421284a53a3c4447141,f57e46f5f179f612d5dd2d272024a611e4d50c1447ad865c39a0372326b4f190,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,2,source-text-compared,passed-representative-pages,1;2,0.9931506849315068,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/san-mateo-2008/questionnaire-post.doc,data/san-mateo-2008/questionnaire-post.pdf,4ad12296ffbfe03b6be24f035be9958bd51f9f86aa265c84aa8726ad13390a80,85e33d6c744b58d4f5dba551d91db4d50522dc2518fdf1c54fe6fce89a8de8c4,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,5,source-text-compared,passed-representative-pages,1;3;5,0.9871134020618557,0.9875,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/san-mateo-2008/questionnaire-pre.doc,data/san-mateo-2008/questionnaire-pre.pdf,75389ffe5dfb9396db66e1c6b6a884ae76a390103cec4efce79338371ff431e6,7fab1f6fc305a2a306b9b47220e07d87e9cfb3563b6ba5f6cd3da13adf32ac97,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,12,source-text-compared,passed-representative-pages,1;6;12,0.9991859991859992,0.9982578397212544,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/cdd-codebook-gs.xlsx,data/shared/codebooks/attitude_indices/cdd-codebook-gs.pdf,c6c132019c20844876a9031acb192383bbc23b644a7ca468f52e3acadae01169,e821f53b131ccba57725d4fcbcb9c508ffc1419ea9e3b2d67bc0355b3a5414a5,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,5,source-text-compared,passed-representative-pages,1;3;5,0.996969696969697,1.0,"All sheets, cells, types and formulas preserved in temporary workbook; numeric display formatting and wrapped tokens can differ from raw text extraction. PDF is a static preview; original remains authoritative. No embedded charts or images were present.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/indices-to-drop.docx,data/shared/codebooks/attitude_indices/indices-to-drop.pdf,96bcda33e3a67bdea8719cb38fa33c4424a5afcd74a096524ecb8ec1173179e4,e2420b6ecc7e4f0a50d7cf23612bf3fd3cf0d753e03fa7eb898176c291f1fc62,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,1,source-text-compared,passed-representative-pages,1,1.0,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/all-poll-indices-2014-11-15.xls,data/shared/codebooks/attitude_indices/past_versions/all-poll-indices-2014-11-15.pdf,993307054376d82a89be03a2e01aa92a3f4569415e49eeeca7c094b200c283eb,b9a8e54486dcaaf3d7d39d41410c2c9969994e780bba66ebead9d6b4d94cc87b,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,10,source-text-compared,passed-representative-pages,1;5;10,0.9983457402812241,1.0,"All sheets, cells, types and formulas preserved in temporary workbook; numeric display formatting and wrapped tokens can differ from raw text extraction. PDF is a static preview; original remains authoritative. No embedded charts or images were present.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/all-poll-indices-4-15-10-2.xlsx,data/shared/codebooks/attitude_indices/past_versions/all-poll-indices-4-15-10-2.pdf,a547bfbddb6dc2eac8ac05e57c2b93a7d9fa09ef8af08f4470255c60047ed64f,261ea5e10e7efc845a1afc5890d8bfd1b9741800b4dc2c7b869634782653d328,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,28,source-text-compared,passed-representative-pages,1;14;28,0.9956270771383593,1.0,"All sheets, cells, types and formulas preserved in temporary workbook; numeric display formatting and wrapped tokens can differ from raw text extraction. PDF is a static preview; original remains authoritative. No embedded charts or images were present. Temporary XLSX drops MacExcel2008 PLV view-only extension; original retains it. Inspected XML; not cell content. All 8 formulas checked against original cached values; maximum absolute recalculation difference 4.22e-15 (tolerance 1e-12). PDF cells with 0.00 format display two decimals; General-format precision depends on column width. Use original workbook for numeric values.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/all-poll-indices-updated.xls,data/shared/codebooks/attitude_indices/past_versions/all-poll-indices-updated.pdf,59836952ebb0797b9b0fb99a6cb7f4a4a62fc46139e569315769945897af1a24,0453c9e3a3f897d9fdff6fa80a2e85013f168b2c0d4500696817e20a0a694668,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,11,source-text-compared,passed-representative-pages,1;6;11,0.9945757458349477,1.0,"All sheets, cells, types and formulas preserved in temporary workbook; numeric display formatting and wrapped tokens can differ from raw text extraction. PDF is a static preview; original remains authoritative. No embedded charts or images were present.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-11-25-2014.docx,data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-11-25-2014.pdf,e906631c20733bf3ae424111507ffe36b3e5f27f6552c08947a3b8cc5798c649,a790f7e784fd7b2af17faea0ecea36480b0874e13c7d07c985479e371c127877,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,14,source-text-compared,passed-representative-pages,1;7;14,0.9954860066205237,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-12-2014.docx,data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-12-2014.pdf,15dc6fef4c2d09671884a728ad23449beaf6e71f58c739dea5ee3fc28374fe8b,0a3950b291c985ebc2d9659eef51a79327d66343a7c6ca73a2e92e50dd4f2962,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,19,source-text-compared,passed-representative-pages,1;10;19,0.9937646141855028,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-5-01-15.docx,data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-5-01-15.pdf,a8d824e9a72db414311e2bc452c0ca32ac78a61e10e6e6b45beb9173745755b2,3d3e3c4ab884169cce1a10de201556afb723575b79e4842d479d0dda1ddaae98,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,24,source-text-compared,passed-representative-pages,1;12;24,0.993390250619664,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-5-02-15c.docx,data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-5-02-15c.pdf,c1840cbed2383c7409e0c3aea0f0547516e47a8ee0fb11a2d93deb0ba7c5f371,aaa2443345dbf00e4795c6858bed41f769d3ebd140d2ffd3a4109c0e849ad960,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,25,source-text-compared,passed-representative-pages,1;13;25,0.9912328767123287,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-02-15.docx,data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-02-15.pdf,18dff77ad4b6f041dee33001e162b9f148d5af9625dcbc74337352b63286a4a7,5080de47d291a716e20c68fcab407dffeb4c695e39876bbb1026f2255e0c7601,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,28,source-text-compared,passed-representative-pages,1;14;28,0.9886883273164861,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.docx,data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-6-07-15-rcl.pdf,8d78f51913f2aff1249ac63499e3eddd95be1a9b39eff6075d89efbcffc0b144,b3326de28cb017030d8c28fc174759691a0caa9ce70e8784999589088e5e1001,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,28,source-text-compared,passed-representative-pages,1;14;28,0.9795304895505297,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-pete-mohanty-s-conflicted-copy-2015-05-01.docx,data/shared/codebooks/attitude_indices/past_versions/appendix-attitude-indices-pete-mohanty-s-conflicted-copy-2015-05-01.pdf,49d7614408bcf2b2864ce793b3b8eed8331ede0e78554ed087cd40370be08da6,84b51c4023a7ebd2f5b55299aa5a4778c2e1dca48daecb69b2e6251d1cd3efd2,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,19,source-text-compared,passed-representative-pages,1;10;19,0.9946343402225755,1.0,"Word pagination and line breaks can differ with converter fonts. Text coverage is diagnostic: source extractors include field codes, split runs and formatting artifacts that are not printed.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/att-codebook.xls,data/shared/codebooks/attitude_indices/past_versions/att-codebook.pdf,b5bc9390069f6c63e414c515d02f7d1b049c82da84a7a296fe9e225e0a738878,4d09f3772eddc5fa063d2eee6f34fad1af53fd2fdc92107ebfd8d390ae77f410,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,3,source-text-compared,passed-representative-pages,1;2;3,1.0,1.0,"All sheets, cells, types and formulas preserved in temporary workbook; numeric display formatting and wrapped tokens can differ from raw text extraction. PDF is a static preview; original remains authoritative. No embedded charts or images were present.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/attitude_indices/past_versions/attitude-indices.xls,data/shared/codebooks/attitude_indices/past_versions/attitude-indices.pdf,b2dadca3a2ffaf7e5625c3f6cf9b82e9f335e8aa4dad8868bba5cfa6f14f430e,e64ea4dfc3ed4402dbfc911634013e5ce01653200d0cf20b6b29b0d4d40c2790,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,9,source-text-compared,passed-representative-pages,1;5;9,0.9982668977469671,1.0,"All sheets, cells, types and formulas preserved in temporary workbook; numeric display formatting and wrapped tokens can differ from raw text extraction. PDF is a static preview; original remains authoritative. No embedded charts or images were present.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
data/shared/codebooks/hlm_codebook/hlmcodebook-2.xlsx,data/shared/codebooks/hlm_codebook/hlmcodebook-2.pdf,66a872e85d4ac72f17778c1c66e1a98370c4ec6acdf1362900dcfd4c08033367,6a8d7678669daea3b865919917ff2ddd06240493c185a59ac202ceac1cc5726d,LibreOffice 26.8.0.3 bce0998afefdbc355585ca324285661a2170ba77,macOS-27.0-arm64-arm-64bit-Mach-O,9,source-text-compared,passed-representative-pages,1;5;9,1.0,1.0,"All sheets, cells, types and formulas preserved in temporary workbook; numeric display formatting and wrapped tokens can differ from raw text extraction. PDF is a static preview; original remains authoritative. No embedded charts or images were present.",python3 scripts/16_build_document_previews.py --report /tmp/dp-document-previews.json
